,index,Job Title,Salary Estimate,,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,size1,size2,state
2823,3135,Corporate Senior Business Intelligence Analyst,$73K,$102K ,3.2,"Southwestern Family of Companies
3.2","Addison, TX","Nashville, TN",5001 to 10000 employees,1855,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,5001,10000, TX
2824,3136,Data Engineer 3,$100K,$172K ,3,"Intelliswift Software Inc
3.0","Plano, TX","Newark, CA",201 to 500 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1,201,500, TX
2825,3137,Principal data engineer,$100K,$172K ,3,"CoreLogic
3.0","Irving, TX","Irvine, CA",5001 to 10000 employees,2010,Company - Public,IT Services,Information Technology,$1 to $2 billion (USD),-1,-1,5001,10000, TX
2826,3138,Sr. Big Data Engineer,$100K,$172K ,3.4,"Allstate
3.4","Irving, TX","Northbrook, IL",10000+ employees,1931,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Progressive Insurance, State Farm, Farmers Insurance Group",-1,10000+ employees,, TX
2827,3139,DATA ENGINEER / DATA ANALYST,$100K,$172K ,3.9,"Diverse Lynx
3.9","Plano, TX","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,501,1000, TX
2828,3140,Principal Data ScientistFoundational Algorithm CRM Email,$100K,$172K ,4.4,"Ava Consulting
4.4","Dallas, TX","Dallas, TX",1 to 50 employees,-1,Company - Public,IT Services,Information Technology,Less than $1 million (USD),-1,-1,1,50, TX
2829,3141,Big Data Engineer with Cassandra and Spark,$100K,$172K ,-1,LiveMindz,"Dallas, TX","Dallas, TX",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,51,200, TX
2830,3142,Test Data Engineer,$100K,$172K ,2.5,"Avacend, Inc.
2.5","Irving, TX","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,51,200, TX
2831,3143,Data Scientist/Machine Learning,$93K,$149K ,3.8,"Juniper Networks
3.8","Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,-1,5001,10000, CA
2832,3144,Wi-Fi Senior Data Scientist,$93K,$149K ,4.1,"Plume
4.1","Palo Alto, CA","Palo Alto, CA",51 to 200 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,TRUE,51,200, CA
2833,3145,Senior Data Engineer,$93K,$149K ,3.3,"First Tech Federal Credit Union
3.3","San Jose, CA","San Jose, CA",1001 to 5000 employees,1952,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),-1,-1,1001,5000, CA
2834,3146,Data Scientist,$93K,$149K ,4.1,"Netskope
4.1","Santa Clara, CA","Santa Clara, CA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Skyhigh Networks, Zscaler, NortonLifeLock",TRUE,501,1000, CA
2835,3147,Principal Data Scientist with over 10 years experience,$93K,$149K ,-1,CA-One Tech Cloud,"San Francisco, CA","Fremont, CA",51 to 200 employees,2017,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,-1,51,200, CA
2836,3148,Data Engineer,$93K,$149K ,3.8,"Juniper Networks
3.8","Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,-1,5001,10000, CA
2837,3149,Senior Data Modeler,$93K,$149K ,3.3,"First Tech Federal Credit Union
3.3","San Jose, CA","San Jose, CA",1001 to 5000 employees,1952,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),-1,-1,1001,5000, CA
2838,3150,Data Scientist,$93K,$149K ,4.7,"C3.ai
4.7","Redwood City, CA","Redwood City, CA",201 to 500 employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"GE Digital, Palantir Technologies, Uptake",-1,201,500, CA
2839,3151,Principal Data Scientist,$93K,$149K ,3.8,"Northrop Grumman
3.8","San Jose, CA","Falls Church, VA",10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,-1,10000+ employees,, CA
2840,3152,Proteomics Applications Scientist,$93K,$149K ,3.2,"Bruker Corporation
3.2","San Jose, CA","Billerica, MA",5001 to 10000 employees,1960,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1,-1,5001,10000, CA
2841,3153,Senior Data Scientist,$93K,$149K ,4.3,"Entefy
4.3","Palo Alto, CA","Palo Alto, CA",1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,1,50, CA
2842,3154,Principal Data Scientist / Sr. Principal Data Scientist,$93K,$149K ,3.8,"Northrop Grumman
3.8","San Jose, CA","Falls Church, VA",10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,-1,10000+ employees,, CA
2843,3155,"Scientist/Machine Learning Engineer, Applied Science",$93K,$149K ,3.8,"Amobee
3.8","Redwood City, CA","Redwood City, CA",501 to 1000 employees,2005,Company - Private,Advertising & Marketing,Business Services,$500 million to $1 billion (USD),-1,-1,501,1000, CA
2844,3156,Data Scientist,$93K,$149K ,2.8,"Waymo
2.8","Mountain View, CA","Mountain View, CA",Unknown,2009,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1,Unknown,, CA
2845,3157,Data Scientist,$93K,$149K ,4.5,"Architecture Technology Corporation
4.5","San Jose, CA","Eden Prairie, MN",51 to 200 employees,1981,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,-1,51,200, CA
2846,3158,Lead Clinical Laboratory Scientist (CLS),$93K,$149K ,-1,BillionToOne,"West Menlo Park, CA","Palo Alto, CA",1 to 50 employees,2016,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,-1,1,50, CA
2847,3159,Senior Scientist/Scientist II - IVD,$93K,$149K ,3.5,"GRAIL
3.5","Menlo Park, CA","Menlo Park, CA",201 to 500 employees,2016,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,-1,201,500, CA
2848,3160,Data Scientist,$93K,$149K ,4.2,"Eversight
4.2","Palo Alto, CA","Palo Alto, CA",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,TRUE,51,200, CA
2849,3161,Machine Learning Engineer,$93K,$149K ,4.3,"Entefy
4.3","Palo Alto, CA","Palo Alto, CA",1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,1,50, CA
2850,3162,"Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG",$93K,$149K ,4.2,"Mentor Graphics
4.2","Fremont, CA","Wilsonville, OR",5001 to 10000 employees,1981,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Cadence Design Systems, Synopsys, Altium Limited",-1,5001,10000, CA
2851,3163,Data Scientist,$93K,$149K ,3.6,"Western Digital
3.6","San Jose, CA","San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",-1,10000+ employees,, CA
2852,3164,Data Scientist,$93K,$149K ,4.3,"Joby Aviation
4.3","San Carlos, CA","Santa Cruz, CA",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,51,200, CA
2853,3165,Cyber Security Senior Data Scientist,$93K,$149K ,4.1,"Plume
4.1","Palo Alto, CA","Palo Alto, CA",51 to 200 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,TRUE,51,200, CA
2854,3166,Data Scientist,$93K,$149K ,3.6,"Gigya
3.6","Palo Alto, CA","Mountain View, CA",201 to 500 employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,-1,201,500, CA
2855,3167,Data Scientist,$93K,$149K ,3.9,"PayPal
3.9","San Jose, CA","San Jose, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Square, Amazon, Apple",-1,10000+ employees,, CA
2856,3168,Lead Data Scientist,$93K,$149K ,4.5,"Strivr
4.5","Palo Alto, CA","Palo Alto, CA",51 to 200 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1,51,200, CA
2857,3169,Data Scientist,$93K,$149K ,3.7,"Jabil Circuit
3.7","San Jose, CA","Saint Petersburg, FL",10000+ employees,1966,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),"Foxconn, Plexus",-1,10000+ employees,, CA
2858,3170,Data Scientist,$93K,$149K ,3.6,"eBay
3.6","San Jose, CA","San Jose, CA",10000+ employees,1995,Company - Public,Internet,Information Technology,$10+ billion (USD),"Amazon, Apple",-1,10000+ employees,, CA
2859,3171,Data Scientist,$93K,$149K ,4.5,"Next Insurance
4.5","Palo Alto, CA","Palo Alto, CA",201 to 500 employees,2016,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,"Lemonade, Metromile",-1,201,500, CA
2860,3172,Data Engineer Intern (Remote),$93K,$149K ,3.9,"Pluto7
3.9","San Jose, CA","Milpitas, CA",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,51,200, CA
2861,3175,Data Scientist,$148K,$174K ,4.1,"IntelliPro Group Inc.
4.1","Santa Clara, CA","Santa Clara, CA",201 to 500 employees,-1,Company - Private,-1,-1,$10 to $25 million (USD),-1,-1,201,500, CA
2862,3176,SAP Materials Master Data Analyst - Temp,$148K,$174K ,3.1,"Mizuho OSI
3.1","Union City, CA","Union City, CA",201 to 500 employees,1978,Company - Private,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable,"Skytron, STERIS, Hill-Rom",-1,201,500, CA
2863,3177,Data Scientist,$148K,$174K ,3.8,"Apex Systems
3.8","Sunnyvale, CA","Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"TEKsystems, Insight Global, Accenture",TRUE,1001,5000, CA
2864,3178,Data Scientist,$148K,$174K ,4.3,"Match Relevant
4.3","Mountain View, CA","Laguna Beach, CA",1 to 50 employees,-1,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,TRUE,1,50, CA
2865,3179,Big Data Engineer,$148K,$174K ,4.1,"Plume
4.1","Palo Alto, CA","Palo Alto, CA",51 to 200 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,TRUE,51,200, CA
2866,3180,Data Scientist,$148K,$174K ,3.5,"Farmers Business Network
3.5","San Carlos, CA","San Carlos, CA",201 to 500 employees,2014,Company - Private,Farm Support Services,Agriculture & Forestry,Unknown / Non-Applicable,-1,-1,201,500, CA
2867,3181,Data Scientist,$148K,$174K ,3.1,"MoTek Technologies
3.1","Mountain View, CA","San Jose, CA",1 to 50 employees,2009,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,-1,1,50, CA
2868,3182,Data Scientist,$148K,$174K ,4.1,"Apple
4.1","Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",-1,10000+ employees,, CA
2869,3183,Data Scientist,$148K,$174K ,4.1,"Rivian
4.1","Palo Alto, CA","Plymouth, MI",1001 to 5000 employees,2009,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,-1,1001,5000, CA
2870,3184,Data Scientist,$148K,$174K ,4.3,"Entefy
4.3","Palo Alto, CA","Palo Alto, CA",1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,1,50, CA
2871,3185,Data Scientist,$148K,$174K ,4.6,"SAP
4.6","Palo Alto, CA","Walldorf, Germany",10000+ employees,1972,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Salesforce, Oracle, Microsoft",-1,10000+ employees,, CA
2872,3186,Machine Learning Scientist / Engineer,$148K,$174K ,4.1,"Apple
4.1","Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",-1,10000+ employees,, CA
2873,3187,Data Scientist,$148K,$174K ,4,"Lorven Technologies Inc
4.0","Santa Clara, CA","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1,1,50, CA
2874,3188,Data Scientist,$148K,$174K ,-1,Point72 Ventures,"Palo Alto, CA",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,, CA
2875,3189,Data Scientist,$148K,$174K ,-1,Stride Search,"Sunnyvale, CA","Westlake Village, CA",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,-1,1,50, CA
2876,3190,Data Scientist,$148K,$174K ,2.3,"Miles
2.3","Redwood City, CA","Redwood City, CA",1 to 50 employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,1,50, CA
2877,3191,Data Scientist - Product Analytics,$148K,$174K ,4.8,"Zoom
4.8","San Jose, CA","San Jose, CA",1001 to 5000 employees,2011,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,1001,5000, CA
2878,3192,Data Scientist,$148K,$174K ,3.8,"ByteDance
3.8","Mountain View, CA","Beijing, China",10000+ employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,10000+ employees,, CA
2879,3193,Data Scientist,$148K,$174K ,4.7,"Lawrence Livermore National Lab
4.7","Livermore, CA","Livermore, CA",1001 to 5000 employees,1952,Government,Federal Agencies,Government,$1 to $2 billion (USD),"Los Alamos National Laboratory, NASA Jet Propulsion Laboratory, Sandia National Laboratories",-1,1001,5000, CA
2880,3194,Data Scientist,$148K,$174K ,2.6,"Genalyte
2.6","Sunnyvale, CA","San Diego, CA",51 to 200 employees,2007,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD),-1,-1,51,200, CA
2881,3195,Data Scientist,$148K,$174K ,-1,Plexova,"San Jose, CA",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,, CA
2882,3196,Data Scientist,$148K,$174K ,4.8,"Simply Biotech
4.8","Palo Alto, CA","San Diego, CA",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,51,200, CA
2883,3197,Data Scientist (Individual Contributors and Team Leads),$148K,$174K ,4.7,"Axiom Group
4.7","Mountain View, CA","Aurora, Canada",51 to 200 employees,1987,Company - Private,Transportation Equipment Manufacturing,Manufacturing,$25 to $50 million (USD),-1,-1,51,200, CA
2884,3198,Data Scientist,$148K,$174K ,4,"Flexton
4.0","Santa Clara, CA","San Jose, CA",51 to 200 employees,2007,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,51,200, CA
2885,3199,Data Scientist,$148K,$174K ,4.5,"Facebook
4.5","Fremont, CA","Menlo Park, CA",10000+ employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",-1,10000+ employees,, CA
2886,3200,Senior Machine Learning Engineer,$148K,$174K ,4.3,"Entefy
4.3","Palo Alto, CA","Palo Alto, CA",1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,1,50, CA
2887,3201,Data Scientist - Machine Learning,$148K,$174K ,4.8,"Zoom Video Communications
4.8","San Jose, CA","San Jose, CA",1001 to 5000 employees,2011,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,1001,5000, CA
2888,3202,Data Scientist,$148K,$174K ,5,"PROPRIUS
5.0","Sunnyvale, CA","London, United Kingdom",1 to 50 employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,1,50, CA
2889,3203,Sr Data Scientist,$148K,$174K ,3.4,"Teladoc
3.4","Mountain View, CA","Purchase, NY",1001 to 5000 employees,2002,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,-1,1001,5000, CA
2890,3204,Data Scientist,$148K,$174K ,-1,Gayathri's Sandbox,"Menlo Park, CA",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,, CA
2891,3207,Data Scientist - Customer Success,$111K,$175K ,4.8,"Zoom
4.8","San Jose, CA","San Jose, CA",1001 to 5000 employees,2011,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,1001,5000, CA
2892,3208,"Principal Scientist, Director Real World Evidence, Analytics & Innovation",$111K,$175K ,3.6,"Jazz Pharma
3.6","Palo Alto, CA","Palo Alto, CA",1001 to 5000 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"AbbVie, Genentech, AstraZeneca",-1,1001,5000, CA
2893,3209,Machine Learning Engineer/Scientist,$111K,$175K ,3.8,"GenapSys, Inc.
3.8","Redwood City, CA","Redwood City, CA",51 to 200 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD),"Illumina, Thermo Fisher Scientific, Oxford Nanopore Technologies",TRUE,51,200, CA
2894,3210,Data Scientist,$111K,$175K ,4.2,"Centraprise
4.2","Redwood City, CA","Edison, NJ",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,-1,51,200, CA
2895,3211,"AI/ML - Machine Learning Scientist, Siri Understanding",$111K,$175K ,4.1,"Apple
4.1","Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",-1,10000+ employees,, CA
2896,3212,Machine Learning Scientist,$111K,$175K ,-1,Health at Scale Corporation,"San Jose, CA","San Jose, CA",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,Unknown,, CA
2897,3213,Data Analyst,$111K,$175K ,4.2,"CyberCoders
4.2","Redwood City, CA","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,201,500, CA
2898,3214,Data Scientists,$111K,$175K ,4.5,"Frontend Arts
4.5","San Jose, CA","Irving, TX",1 to 50 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1,-1,1,50, CA
2899,3215,Data Scientist (ML Evaluation in Health Sensing),$111K,$175K ,4.1,"Apple
4.1","Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",-1,10000+ employees,, CA
2900,3216,Data Science Engineer,$111K,$175K ,4.9,"Epic
4.9","Redwood City, CA","Redwood City, CA",51 to 200 employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,51,200, CA
2901,3217,Senior Data Engineer,$111K,$175K ,4.1,"Luminar Technologies
4.1","Palo Alto, CA","Orlando, FL",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1,201,500, CA
2902,3218,Senior Data Scientist,$111K,$175K ,3.6,"eBay
3.6","San Jose, CA","San Jose, CA",10000+ employees,1995,Company - Public,Internet,Information Technology,$10+ billion (USD),"Amazon, Apple",-1,10000+ employees,, CA
2903,3219,Senior Data Scientist,$111K,$175K ,4.5,"Airtime
4.5","Palo Alto, CA","New York, NY",51 to 200 employees,2012,Company - Private,Internet,Information Technology,$1 to $5 million (USD),"Facebook, Snap, TikTok",TRUE,51,200, CA
2904,3220,Machine Learning Engineer,$111K,$175K ,4.2,"CyberCoders
4.2","San Jose, CA","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,201,500, CA
2905,3221,Senior Data Scientist,$111K,$175K ,4.4,"BetterHelp
4.4","Mountain View, CA","Sunnyvale, CA",51 to 200 employees,2013,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1,-1,51,200, CA
2906,3222,"Data Scientist - Analytics, Trust & Safety",$111K,$175K ,3.8,"TikTok
3.8","Mountain View, CA","Los Angeles, CA",1001 to 5000 employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,1001,5000, CA
2907,3223,Data Scientist - Product Analytics,$111K,$175K ,3.5,"Verizon Media
3.5","Sunnyvale, CA","New York, NY",10000+ employees,-1,Subsidiary or Business Segment,-1,-1,Unknown / Non-Applicable,-1,-1,10000+ employees,, CA
2908,3224,Senior Data Scientist,$111K,$175K ,2.8,"Vectra
2.8","San Jose, CA","Columbus, OH",51 to 200 employees,-1,Company - Private,Accounting,Accounting & Legal,$50 to $100 million (USD),-1,-1,51,200, CA
2909,3225,Data Scientist - Deep Learning,$111K,$175K ,4,"Natera
4.0","San Carlos, CA","San Carlos, CA",501 to 1000 employees,2004,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Genomic Health, 23andMe, Illumina",-1,501,1000, CA
2910,3226,Statistical Scientist,$111K,$175K ,3.5,"Exponent
3.5","Menlo Park, CA","Menlo Park, CA",1001 to 5000 employees,1967,Company - Public,Consulting,Business Services,$100 to $500 million (USD),-1,-1,1001,5000, CA
2911,3227,"Data Scientist - Trust & Safety, Law Enforcement",$111K,$175K ,4.8,"Zoom
4.8","San Jose, CA","San Jose, CA",1001 to 5000 employees,2011,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,1001,5000, CA
2912,3228,Senior Data Scientist,$111K,$175K ,4.6,"Livongo
4.6","Mountain View, CA","Mountain View, CA",501 to 1000 employees,2014,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,TRUE,501,1000, CA
2913,3229,"Data Scientist, Networking",$111K,$175K ,3.8,"ByteDance
3.8","Mountain View, CA","Beijing, China",10000+ employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,10000+ employees,, CA
2914,3230,Part-Time Instructor (Data Science),$111K,$175K ,4.3,"BitTiger
4.3","Santa Clara, CA","Santa Clara, CA",1 to 50 employees,2016,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,-1,-1,1,50, CA
2915,3231,Senior Data Scientist,$111K,$175K ,5,"LaBine & Associates
5.0","San Jose, CA","San Mateo, CA",1 to 50 employees,2013,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,1,50, CA
2916,3232,Machine Learning Scientist,$111K,$175K ,4.5,"Blue River Technology
4.5","Sunnyvale, CA","Sunnyvale, CA",51 to 200 employees,2011,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"The Climate Corp, CNH Industrial, C.A.T.",-1,51,200, CA
2917,3233,Data Engineer,$111K,$175K ,4.1,"Slalom LLC.
4.1","San Jose, CA","Seattle, WA",5001 to 10000 employees,2001,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),"Accenture, Deloitte, Avanade",-1,5001,10000, CA
2918,3234,Data Analyst,$111K,$175K ,-1,Xcutives.com Inc,"San Jose, CA",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,, CA
2919,3235,Lead Data Scientist,$111K,$175K ,4.1,"BayOne Solutions
4.1","San Jose, CA","Pleasanton, CA",1001 to 5000 employees,-1,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,-1,1001,5000, CA
2920,3236,Machine Learning Engineer,$111K,$175K ,4.7,"Liftoff
4.7","Redwood City, CA","Redwood City, CA",201 to 500 employees,2012,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"AppLovin, Drawbridge",-1,201,500, CA
2921,3239,Diagnostic Research Scientist,$111K,$175K ,3.4,"Lab126
3.4","San Jose, CA","Sunnyvale, CA",1001 to 5000 employees,2004,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1,-1,1001,5000, CA
2922,3240,Systems Verification Scientist III,$111K,$175K ,3.6,"BD
3.6","San Jose, CA","Franklin Lakes, NJ",10000+ employees,1897,Company - Public,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD),"Abbott, Siemens, Baxter",-1,10000+ employees,, CA
2923,3241,Big Data Engineer,$111K,$175K ,4.5,"SpringML
4.5","Pleasanton, CA","Pleasanton, CA",1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,TRUE,1,50, CA
2924,3242,"Data Scientist, SPG Systems Engineering",$111K,$175K ,4.1,"Apple
4.1","Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",-1,10000+ employees,, CA
2925,3243,Data Scientist - Early Career,$111K,$175K ,4.7,"Lawrence Livermore National Lab
4.7","Livermore, CA","Livermore, CA",1001 to 5000 employees,1952,Government,Federal Agencies,Government,$1 to $2 billion (USD),"Los Alamos National Laboratory, NASA Jet Propulsion Laboratory, Sandia National Laboratories",-1,1001,5000, CA
2926,3244,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,$111K,$175K ,3.5,"Internal Revenue Service
3.5","San Jose, CA","Washington, DC",10000+ employees,1862,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,-1,10000+ employees,, CA
2927,3245,Associate Scientist II / Scientist I,$111K,$175K ,4,"AstraZeneca
4.0","Mountain View, CA","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",-1,10000+ employees,, CA
2928,3246,Data Analyst,$111K,$175K ,5,"TechNet Inc.
5.0","San Jose, CA","Alpharetta, GA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,-1,1,50, CA
2929,3247,Federal - Data Scientist,$111K,$175K ,4.2,"Solekai Systems Corp
4.2","San Jose, CA","San Diego, CA",1 to 50 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,-1,1,50, CA
2930,3248,Data Scientist III,$111K,$175K ,3.7,"Applied Materials
3.7","Santa Clara, CA","Santa Clara, CA",10000+ employees,1967,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),-1,-1,10000+ employees,, CA
2931,3249,Data Scientist – Product Analytics,$111K,$175K ,4.8,"Zoom Video Communications
4.8","San Jose, CA","San Jose, CA",1001 to 5000 employees,2011,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,1001,5000, CA
2932,3250,Data Engineer / Scientist,$111K,$175K ,4.1,"Apple
4.1","Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",-1,10000+ employees,, CA
2933,3251,Staff BI and Data Engineer,$111K,$175K ,3,"Affinity Solutions
3.0","San Jose, CA","New York, NY",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee",TRUE,51,200, CA
